species,bone,bone_group,specimen,view,source_path,found,img_width,img_height,bbox_x,bbox_y,bbox_width,bbox_height,rbox_width,rbox_height,rbox_angle_deg,area_px,area_ratio,aspect_ratio,extent,solidity,elongation,ellipse_ratio,circularity,convexity,hu1,hu2,hu3,hu4,hu5,hu6,hu7,wp00,wp01,wp02,wp03,wp04,wp05,wp06,wp07,wp08,wp09,wp10,wp11,wp12,wp13,wp14,wp15,wp16,wp17,wp18,wp19,mean_width,std_width,max_width,min_width,curvature_mean,curvature_max
homo_sapiens,vertebra,vertebra,sketchfab_abd1b3a2116a449f94bccb86d1e17f54,20,/root/dev/base_datos_osea/renders/homo_sapiens/vertebra/sketchfab_abd1b3a2116a449f94bccb86d1e17f54/homo_sapiens_vertebra_sketchfab_abd1b3a2116a449f94bccb86d1e17f54_view020.png,True,512,512,153,99,258,222,248.08,206.33,-69.13,30730.5,0.117228,1.2024,0.5365,0.7651,0.3607,1.2968,0.4091,0.7956,0.6885,2.5626,2.5018,3.6092,-7.5367,5.3387,6.6687,36.4,55.63,142.85,144.67,140.57,119.26,123.8,130.7,151.48,159.84,165.98,154.72,164.34,180.8,185.69,186.72,194.33,180.4,146.0,57.0,141.06,43.64,194.33,36.4,0.025232,0.050168
homo_sapiens,vertebra,vertebra,sketchfab_abd1b3a2116a449f94bccb86d1e17f54,21,/root/dev/base_datos_osea/renders/homo_sapiens/vertebra/sketchfab_abd1b3a2116a449f94bccb86d1e17f54/homo_sapiens_vertebra_sketchfab_abd1b3a2116a449f94bccb86d1e17f54_view021.png,True,512,512,92,131,261,274,257.32,249.35,-16.06,30312.5,0.115633,1.032,0.4239,0.6488,0.4867,1.5165,0.3346,0.789,0.639,2.4926,2.2982,3.1118,6.0492,4.4561,-5.9078,20.33,46.69,106.6,139.59,139.28,139.28,135.55,127.75,127.85,164.97,167.15,168.52,149.15,160.29,176.22,201.51,224.3,233.08,233.92,228.42,154.52,54.96,233.92,20.33,0.029052,0.070517
homo_sapiens,vertebra,vertebra,sketchfab_abd1b3a2116a449f94bccb86d1e17f54,22,/root/dev/base_datos_osea/renders/homo_sapiens/vertebra/sketchfab_abd1b3a2116a449f94bccb86d1e17f54/homo_sapiens_vertebra_sketchfab_abd1b3a2116a449f94bccb86d1e17f54_view022.png,True,512,512,141,135,280,294,271.97,246.99,-61.31,33083.0,0.126202,1.1011,0.4019,0.6664,0.167,1.2876,0.3597,0.8115,0.6598,3.4252,2.3177,3.2247,-6.4815,5.3144,6.0205,16.29,27.86,39.05,47.42,61.96,137.05,187.17,180.14,182.7,183.65,189.77,187.01,190.43,189.6,210.21,222.81,209.65,147.5,143.49,123.06,143.84,65.84,222.81,16.29,0.019154,0.044966
homo_sapiens,vertebra,vertebra,sketchfab_abd1b3a2116a449f94bccb86d1e17f54,23,/root/dev/base_datos_osea/renders/homo_sapiens/vertebra/sketchfab_abd1b3a2116a449f94bccb86d1e17f54/homo_sapiens_vertebra_sketchfab_abd1b3a2116a449f94bccb86d1e17f54_view023.png,True,512,512,107,129,296,277,269.66,260.59,-32.74,30984.5,0.118196,1.0348,0.3779,0.6401,0.1126,1.0907,0.2996,0.7654,0.6406,2.561,2.1402,4.2677,-8.3835,-5.7503,7.4749,19.41,29.5,12.2,44.1,50.47,203.93,203.02,214.32,224.77,234.39,228.2,175.15,182.12,179.17,169.68,111.16,130.32,132.13,124.85,44.94,135.69,75.19,234.39,12.2,0.025358,0.057726
homo_sapiens,vertebra,vertebra,sketchfab_da43de500e614feea3458da2e6bc8e5f,0,/root/dev/base_datos_osea/renders/homo_sapiens/vertebra/sketchfab_da43de500e614feea3458da2e6bc8e5f/homo_sapiens_vertebra_sketchfab_da43de500e614feea3458da2e6bc8e5f_view000.png,True,512,512,113,104,307,285,275.44,255.79,-71.37,41031.0,0.156521,1.0768,0.469,0.7152,0.1589,1.0585,0.3707,0.765,0.7285,3.1735,4.0055,4.2527,-8.3886,6.1566,9.1375,22.13,24.67,34.82,178.41,187.2,196.99,199.49,175.77,208.39,223.24,231.42,218.78,198.25,197.32,208.43,218.89,233.11,226.78,216.63,197.33,179.9,66.07,233.11,22.13,0.018832,0.047497
homo_sapiens,vertebra,vertebra,sketchfab_da43de500e614feea3458da2e6bc8e5f,1,/root/dev/base_datos_osea/renders/homo_sapiens/vertebra/sketchfab_da43de500e614feea3458da2e6bc8e5f/homo_sapiens_vertebra_sketchfab_da43de500e614feea3458da2e6bc8e5f_view001.png,True,512,512,126,112,269,258,268.86,212.91,-62.63,38602.5,0.147257,1.2628,0.5562,0.7918,0.4084,1.3314,0.4171,0.7576,0.7194,2.4528,3.7052,4.4717,8.5669,6.1108,9.3171,153.42,162.39,177.49,190.84,188.11,180.12,194.28,202.73,199.75,181.93,143.92,146.19,157.13,177.34,187.84,191.55,166.47,134.21,115.34,27.69,163.94,38.72,202.73,27.69,0.027155,0.057691
homo_sapiens,vertebra,vertebra,sketchfab_da43de500e614feea3458da2e6bc8e5f,2,/root/dev/base_datos_osea/renders/homo_sapiens/vertebra/sketchfab_da43de500e614feea3458da2e6bc8e5f/homo_sapiens_vertebra_sketchfab_da43de500e614feea3458da2e6bc8e5f_view002.png,True,512,512,113,111,298,301,286.74,279.94,-79.95,40911.5,0.156065,1.0243,0.4561,0.6676,0.1681,1.0692,0.3216,0.7415,0.7168,2.5756,3.5208,4.2329,-8.3104,5.5728,8.2195,197.65,173.96,177.95,154.27,107.34,116.79,174.93,186.07,211.45,258.59,268.21,246.9,183.17,180.91,177.39,174.6,161.45,130.22,100.62,70.21,172.63,49.96,268.21,70.21,0.030977,0.065367
homo_sapiens,vertebra,vertebra,sketchfab_da43de500e614feea3458da2e6bc8e5f,3,/root/dev/base_datos_osea/renders/homo_sapiens/vertebra/sketchfab_da43de500e614feea3458da2e6bc8e5f/homo_sapiens_vertebra_sketchfab_da43de500e614feea3458da2e6bc8e5f_view003.png,True,512,512,121,131,320,215,272.12,222.3,-67.42,32074.0,0.122353,1.2241,0.4662,0.7191,0.5637,1.5678,0.3644,0.7775,0.6815,2.1898,2.8964,3.9502,7.4729,5.048,7.5912,22.39,160.69,162.54,182.6,186.3,185.84,197.47,200.31,205.55,193.85,164.15,147.0,134.46,122.99,122.6,128.3,138.76,68.68,54.46,30.46,140.47,55.12,205.55,22.39,0.020487,0.067117
homo_sapiens,vertebra,vertebra,sketchfab_da43de500e614feea3458da2e6bc8e5f,4,/root/dev/base_datos_osea/renders/homo_sapiens/vertebra/sketchfab_da43de500e614feea3458da2e6bc8e5f/homo_sapiens_vertebra_sketchfab_da43de500e614feea3458da2e6bc8e5f_view004.png,True,512,512,141,116,267,284,297.46,210.78,-47.12,41995.0,0.160198,1.4112,0.5538,0.8407,0.4839,1.5633,0.4822,0.802,0.7051,2.0938,3.7523,4.5298,8.7683,5.8993,-8.8917,129.55,152.53,167.71,172.99,3.4,0.68,172.31,169.17,160.43,143.58,124.73,198.01,207.49,210.63,207.96,157.55,96.1,83.43,76.52,53.02,134.39,61.92,210.63,0.68,0.020516,0.051587
homo_sapiens,vertebra,vertebra,sketchfab_da43de500e614feea3458da2e6bc8e5f,5,/root/dev/base_datos_osea/renders/homo_sapiens/vertebra/sketchfab_da43de500e614feea3458da2e6bc8e5f/homo_sapiens_vertebra_sketchfab_da43de500e614feea3458da2e6bc8e5f_view005.png,True,512,512,149,104,262,308,265.5,250.9,-45.28,41944.0,0.160004,1.0582,0.5198,0.778,0.2619,1.362,0.3757,0.731,0.7238,2.4117,4.5522,4.2824,-9.3042,5.4883,-8.7136,180.33,184.62,185.31,182.38,171.08,155.64,157.69,191.65,210.73,219.13,235.47,246.76,244.59,178.22,178.94,172.57,166.88,154.86,139.32,113.85,183.5,33.31,246.76,113.85,0.019588,0.047324
homo_sapiens,vertebra,vertebra,sketchfab_da43de500e614feea3458da2e6bc8e5f,6,/root/dev/base_datos_osea/renders/homo_sapiens/vertebra/sketchfab_da43de500e614feea3458da2e6bc8e5f/homo_sapiens_vertebra_sketchfab_da43de500e614feea3458da2e6bc8e5f_view006.png,True,512,512,130,140,266,241,285.69,200.86,-54.06,32897.5,0.125494,1.4223,0.5132,0.7518,0.4357,1.5163,0.3491,0.7182,0.7103,2.2568,3.7345,4.8946,-9.5115,-6.4538,-9.2711,27.79,32.34,75.19,165.65,181.23,193.6,182.85,172.53,177.61,149.84,146.24,172.99,175.85,165.34,138.56,120.65,125.15,127.66,49.91,31.47,130.62,54.75,193.6,27.79,0.026664,0.056732
homo_sapiens,vertebra,vertebra,sketchfab_da43de500e614feea3458da2e6bc8e5f,7,/root/dev/base_datos_osea/renders/homo_sapiens/vertebra/sketchfab_da43de500e614feea3458da2e6bc8e5f/homo_sapiens_vertebra_sketchfab_da43de500e614feea3458da2e6bc8e5f_view007.png,True,512,512,140,67,274,317,290.5,256.33,-36.57,43038.0,0.164177,1.1333,0.4955,0.7484,0.2021,1.203,0.3613,0.729,0.7219,2.7091,3.257,3.8308,7.3871,5.3055,8.0021,30.41,131.19,162.15,145.41,129.4,184.74,170.96,182.69,177.49,225.59,248.88,215.7,208.03,207.04,203.54,195.39,186.6,166.37,134.4,72.38,168.92,50.39,248.88,30.41,0.021145,0.056626
homo_sapiens,vertebra,vertebra,sketchfab_da43de500e614feea3458da2e6bc8e5f,8,/root/dev/base_datos_osea/renders/homo_sapiens/vertebra/sketchfab_da43de500e614feea3458da2e6bc8e5f/homo_sapiens_vertebra_sketchfab_da43de500e614feea3458da2e6bc8e5f_view008.png,True,512,512,147,117,240,255,267.99,201.53,-45.0,33747.5,0.128736,1.3298,0.5514,0.81,0.4509,1.4673,0.4571,0.7892,0.7286,2.3022,3.2803,4.399,8.2548,5.5513,-8.81,35.36,106.77,133.64,169.0,172.53,185.97,185.97,179.61,158.39,183.85,201.53,196.58,137.18,129.4,106.77,103.24,105.36,104.65,99.7,94.05,139.48,43.47,201.53,35.36,0.022131,0.052072
homo_sapiens,vertebra,vertebra,sketchfab_da43de500e614feea3458da2e6bc8e5f,9,/root/dev/base_datos_osea/renders/homo_sapiens/vertebra/sketchfab_da43de500e614feea3458da2e6bc8e5f/homo_sapiens_vertebra_sketchfab_da43de500e614feea3458da2e6bc8e5f_view009.png,True,512,512,135,108,250,298,303.88,202.96,-52.77,36325.0,0.138569,1.4973,0.4876,0.7832,0.6372,1.6647,0.4135,0.7881,0.6443,1.7827,3.033,4.1733,-8.2202,-5.4671,7.8066,22.58,106.84,113.47,120.12,123.88,123.02,124.39,125.92,127.13,119.42,178.12,189.04,201.27,199.23,181.62,179.68,179.49,102.2,86.97,60.83,133.26,46.45,201.27,22.58,0.020137,0.041006
homo_sapiens,vertebra,vertebra,sketchfab_da43de500e614feea3458da2e6bc8e5f,10,/root/dev/base_datos_osea/renders/homo_sapiens/vertebra/sketchfab_da43de500e614feea3458da2e6bc8e5f/homo_sapiens_vertebra_sketchfab_da43de500e614feea3458da2e6bc8e5f_view010.png,True,512,512,131,120,250,294,272.08,239.56,-64.1,41119.0,0.156857,1.1358,0.5594,0.7885,0.3072,1.2315,0.3729,0.7154,0.7386,2.7242,3.6898,4.3098,8.4056,5.723,-8.5331,116.32,133.8,132.87,197.94,194.37,185.07,190.24,214.62,215.5,204.14,180.75,198.15,202.13,201.31,195.94,190.05,180.29,169.06,148.5,73.76,176.24,35.96,215.5,73.76,0.023778,0.057315
homo_sapiens,vertebra,vertebra,sketchfab_da43de500e614feea3458da2e6bc8e5f,11,/root/dev/base_datos_osea/renders/homo_sapiens/vertebra/sketchfab_da43de500e614feea3458da2e6bc8e5f/homo_sapiens_vertebra_sketchfab_da43de500e614feea3458da2e6bc8e5f_view011.png,True,512,512,149,105,235,294,290.75,230.71,-37.96,33415.5,0.12747,1.2602,0.4837,0.6943,0.374,1.47,0.2969,0.6993,0.6839,2.6084,2.6531,3.8664,7.9036,5.8634,-7.1323,151.64,171.72,185.74,168.2,171.88,210.85,220.92,227.59,225.57,167.26,192.54,185.68,114.88,90.88,102.69,97.43,3.75,41.21,40.69,30.51,140.08,68.42,227.59,3.75,0.029973,0.057764
homo_sapiens,vertebra,vertebra,sketchfab_da43de500e614feea3458da2e6bc8e5f,12,/root/dev/base_datos_osea/renders/homo_sapiens/vertebra/sketchfab_da43de500e614feea3458da2e6bc8e5f/homo_sapiens_vertebra_sketchfab_da43de500e614feea3458da2e6bc8e5f_view012.png,True,512,512,127,104,263,282,325.8,185.38,-36.47,38022.5,0.145044,1.7575,0.5127,0.8198,0.6577,1.8036,0.453,0.8118,0.6922,1.9273,3.6119,4.049,7.8834,5.0127,8.7558,39.23,50.38,50.42,48.43,86.08,149.61,177.41,180.28,165.03,138.39,183.21,184.68,182.48,150.42,147.23,141.81,135.35,129.16,119.4,100.21,127.96,48.13,184.68,39.23,0.021051,0.057965
homo_sapiens,vertebra,vertebra,sketchfab_da43de500e614feea3458da2e6bc8e5f,13,/root/dev/base_datos_osea/renders/homo_sapiens/vertebra/sketchfab_da43de500e614feea3458da2e6bc8e5f/homo_sapiens_vertebra_sketchfab_da43de500e614feea3458da2e6bc8e5f_view013.png,True,512,512,131,110,233,291,293.12,195.79,-39.9,33175.5,0.126554,1.4971,0.4893,0.7744,0.6003,1.6873,0.4045,0.7854,0.6432,1.7514,3.2568,4.1976,8.7236,6.1567,-7.9303,59.41,88.48,96.67,151.95,157.71,155.56,184.38,194.75,192.58,176.79,103.22,111.64,111.78,113.54,114.83,115.1,120.96,118.03,110.75,20.61,124.94,43.09,194.75,20.61,0.020566,0.048557
homo_sapiens,vertebra,vertebra,sketchfab_da43de500e614feea3458da2e6bc8e5f,14,/root/dev/base_datos_osea/renders/homo_sapiens/vertebra/sketchfab_da43de500e614feea3458da2e6bc8e5f/homo_sapiens_vertebra_sketchfab_da43de500e614feea3458da2e6bc8e5f_view014.png,True,512,512,84,113,279,299,266.62,253.88,-59.74,42821.0,0.163349,1.0502,0.5133,0.7595,0.2124,1.1874,0.3494,0.7133,0.7087,2.395,3.4798,4.1675,-8.6034,5.3707,8.0046,220.19,228.11,221.99,210.19,200.83,167.14,167.07,209.75,233.44,242.36,241.71,244.09,243.08,186.29,181.83,163.18,157.78,147.2,98.69,69.97,191.74,47.3,244.09,69.97,0.022427,0.059407
homo_sapiens,vertebra,vertebra,sketchfab_da43de500e614feea3458da2e6bc8e5f,15,/root/dev/base_datos_osea/renders/homo_sapiens/vertebra/sketchfab_da43de500e614feea3458da2e6bc8e5f/homo_sapiens_vertebra_sketchfab_da43de500e614feea3458da2e6bc8e5f_view015.png,True,512,512,103,136,279,222,273.26,213.58,-68.63,34289.0,0.130802,1.2794,0.5536,0.7623,0.359,1.3026,0.4098,0.7676,0.7329,2.8436,3.2001,4.2006,8.4046,6.1146,-7.9234,150.42,160.78,163.74,161.91,0.77,181.07,211.35,213.3,198.23,162.52,162.81,161.96,174.3,174.99,175.76,98.51,31.86,31.86,31.95,28.79,133.84,67.12,213.3,0.77,0.023392,0.050282
homo_sapiens,vertebra,vertebra,sketchfab_da43de500e614feea3458da2e6bc8e5f,16,/root/dev/base_datos_osea/renders/homo_sapiens/vertebra/sketchfab_da43de500e614feea3458da2e6bc8e5f/homo_sapiens_vertebra_sketchfab_da43de500e614feea3458da2e6bc8e5f_view016.png,True,512,512,131,114,239,262,265.18,230.56,-77.01,38401.5,0.14649,1.1502,0.6133,0.8109,0.1808,1.382,0.3802,0.7089,0.7192,2.3375,3.5198,4.4859,9.2439,5.6595,-8.4955,96.46,109.43,146.31,160.62,2.77,143.76,119.93,149.91,147.73,224.18,228.23,224.11,219.24,218.71,220.14,216.46,143.16,134.09,115.95,83.2,155.22,58.57,228.23,2.77,0.024967,0.065725
homo_sapiens,vertebra,vertebra,sketchfab_da43de500e614feea3458da2e6bc8e5f,17,/root/dev/base_datos_osea/renders/homo_sapiens/vertebra/sketchfab_da43de500e614feea3458da2e6bc8e5f/homo_sapiens_vertebra_sketchfab_da43de500e614feea3458da2e6bc8e5f_view017.png,True,512,512,80,118,291,293,308.5,223.86,-35.26,43008.0,0.164062,1.3781,0.5044,0.7886,0.4259,1.4207,0.4259,0.7884,0.7093,2.3253,3.5464,4.2023,8.7841,5.4562,-8.0851,36.86,51.18,173.76,176.07,177.6,175.71,174.89,206.06,205.58,209.3,169.75,169.93,171.81,174.06,176.23,176.75,173.44,157.53,138.45,111.83,160.34,44.11,209.3,36.86,0.017386,0.050092
homo_sapiens,vertebra,vertebra,sketchfab_da43de500e614feea3458da2e6bc8e5f,18,/root/dev/base_datos_osea/renders/homo_sapiens/vertebra/sketchfab_da43de500e614feea3458da2e6bc8e5f/homo_sapiens_vertebra_sketchfab_da43de500e614feea3458da2e6bc8e5f_view018.png,True,512,512,109,139,265,246,285.31,190.47,-52.95,33910.5,0.129358,1.4979,0.5202,0.8327,0.5527,1.6814,0.4993,0.8421,0.6889,1.9525,3.1231,4.0777,7.7033,5.0597,-8.1588,28.0,101.19,136.55,170.19,183.22,183.19,189.17,182.0,147.35,131.19,135.18,136.35,119.76,118.75,120.39,123.18,121.55,120.41,106.79,14.98,128.47,44.38,189.17,14.98,0.022087,0.062846
homo_sapiens,vertebra,vertebra,sketchfab_da43de500e614feea3458da2e6bc8e5f,19,/root/dev/base_datos_osea/renders/homo_sapiens/vertebra/sketchfab_da43de500e614feea3458da2e6bc8e5f/homo_sapiens_vertebra_sketchfab_da43de500e614feea3458da2e6bc8e5f_view019.png,True,512,512,111,106,285,299,284.99,283.11,-12.03,41285.0,0.15749,1.0066,0.4845,0.6699,0.2114,1.1016,0.3174,0.7262,0.7133,2.5311,4.8938,4.0102,-8.5371,5.2861,-8.7294,65.3,107.49,254.91,263.78,251.98,245.98,242.05,251.85,257.24,254.02,222.03,226.31,254.74,221.84,163.78,165.51,73.69,21.18,19.35,15.92,178.95,90.0,263.78,15.92,0.02425,0.064981
homo_sapiens,vertebra,vertebra,sketchfab_da43de500e614feea3458da2e6bc8e5f,20,/root/dev/base_datos_osea/renders/homo_sapiens/vertebra/sketchfab_da43de500e614feea3458da2e6bc8e5f/homo_sapiens_vertebra_sketchfab_da43de500e614feea3458da2e6bc8e5f_view020.png,True,512,512,94,139,274,229,236.61,229.15,-23.82,33996.5,0.129686,1.0325,0.5418,0.7879,0.2949,1.2551,0.4482,0.7904,0.7518,2.9815,3.6137,4.6998,9.2499,6.2396,-8.8953,27.72,69.86,83.58,159.01,179.11,192.24,196.7,200.23,203.92,196.57,191.11,194.72,196.33,185.11,207.04,216.51,180.56,172.73,169.96,157.99,169.05,48.83,216.51,27.72,0.026553,0.067791
homo_sapiens,vertebra,vertebra,sketchfab_da43de500e614feea3458da2e6bc8e5f,21,/root/dev/base_datos_osea/renders/homo_sapiens/vertebra/sketchfab_da43de500e614feea3458da2e6bc8e5f/homo_sapiens_vertebra_sketchfab_da43de500e614feea3458da2e6bc8e5f_view021.png,True,512,512,110,112,282,292,292.83,213.92,-41.9,41696.5,0.15906,1.3689,0.5064,0.8112,0.4042,1.5021,0.4361,0.7788,0.7108,2.2244,3.7711,4.2872,8.4022,5.423,-8.5592,52.56,147.47,169.99,179.21,182.88,181.0,179.57,176.9,167.76,154.97,170.24,173.64,204.55,205.45,200.39,167.91,177.36,176.33,76.49,48.83,159.68,44.62,205.45,48.83,0.019214,0.049199
homo_sapiens,vertebra,vertebra,sketchfab_da43de500e614feea3458da2e6bc8e5f,22,/root/dev/base_datos_osea/renders/homo_sapiens/vertebra/sketchfab_da43de500e614feea3458da2e6bc8e5f/homo_sapiens_vertebra_sketchfab_da43de500e614feea3458da2e6bc8e5f_view022.png,True,512,512,96,109,284,305,279.09,265.36,-21.37,44176.5,0.16852,1.0517,0.51,0.7526,0.2154,1.2028,0.3801,0.7459,0.7453,2.7017,4.6831,4.3915,-8.9828,5.837,9.2573,198.72,204.47,200.18,170.3,185.28,182.04,193.58,198.76,197.87,202.44,254.11,262.29,256.54,201.88,202.57,196.86,179.97,156.37,115.88,62.39,191.12,43.74,262.29,62.39,0.024091,0.065005
homo_sapiens,vertebra,vertebra,sketchfab_da43de500e614feea3458da2e6bc8e5f,23,/root/dev/base_datos_osea/renders/homo_sapiens/vertebra/sketchfab_da43de500e614feea3458da2e6bc8e5f/homo_sapiens_vertebra_sketchfab_da43de500e614feea3458da2e6bc8e5f_view023.png,True,512,512,112,119,285,291,274.11,252.65,-40.04,42720.5,0.162966,1.0849,0.5151,0.7679,0.2626,1.2476,0.4099,0.7607,0.7444,2.6663,4.1361,4.3864,8.6686,5.7898,-9.1649,45.21,136.23,173.48,190.91,206.53,209.65,211.27,248.45,243.52,223.56,181.69,156.17,171.76,175.62,180.8,187.63,164.66,178.5,182.09,173.6,182.07,41.44,248.45,45.21,0.025282,0.05835
lemur_catta,mandible,mandibula_maxilar,nmnhvz_7047770,0,/root/dev/base_datos_osea/renders/lemur_catta/mandible/nmnhvz_7047770/lemur_catta_mandible_nmnhvz_7047770_view000.png,True,512,512,142,102,227,304,301.44,226.26,-88.51,19808.5,0.075563,1.3323,0.287,0.4355,0.4881,2.2753,0.1374,0.6474,0.265,1.4263,1.1135,2.6463,-4.5287,3.3595,-5.4991,30.02,36.01,76.97,77.13,79.08,81.79,93.05,103.1,107.33,118.01,126.04,133.08,145.05,172.07,205.14,225.05,226.26,224.08,211.06,211.08,134.07,63.14,226.26,30.02,0.002987,0.008115
lemur_catta,mandible,mandibula_maxilar,nmnhvz_7047770,1,/root/dev/base_datos_osea/renders/lemur_catta/mandible/nmnhvz_7047770/lemur_catta_mandible_nmnhvz_7047770_view001.png,True,512,512,138,91,208,320,325.58,200.9,-5.71,18759.0,0.07156,1.6206,0.2818,0.4455,0.615,2.25,0.1242,0.6242,0.2878,1.2435,1.3603,2.5673,-4.5419,3.2466,-5.1887,32.04,32.04,170.75,184.78,200.1,200.1,196.52,174.13,148.66,133.04,122.59,118.41,107.46,100.3,88.96,77.81,76.82,73.33,38.31,30.35,115.32,57.65,200.1,30.35,0.013361,0.030409
lemur_catta,mandible,mandibula_maxilar,nmnhvz_7047770,2,/root/dev/base_datos_osea/renders/lemur_catta/mandible/nmnhvz_7047770/lemur_catta_mandible_nmnhvz_7047770_view002.png,True,512,512,138,154,242,276,271.5,240.93,-87.24,21788.5,0.083117,1.1269,0.3262,0.4442,0.0983,1.4023,0.1569,0.6274,0.389,3.147,1.4982,2.8716,-5.0579,-4.7995,6.1567,27.02,71.25,70.97,74.91,89.14,98.13,106.26,117.25,120.15,230.31,240.3,240.35,228.31,213.19,235.26,236.59,229.31,192.07,178.28,174.04,158.65,70.38,240.35,27.02,0.005208,0.015857
lemur_catta,mandible,mandibula_maxilar,nmnhvz_7047770,3,/root/dev/base_datos_osea/renders/lemur_catta/mandible/nmnhvz_7047770/lemur_catta_mandible_nmnhvz_7047770_view003.png,True,512,512,166,92,203,316,277.32,203.09,-20.02,19351.5,0.07382,1.3655,0.3017,0.4973,0.6063,1.9052,0.1384,0.6161,0.3553,1.4726,1.4871,3.1976,-7.1299,4.0348,5.5401,31.01,40.59,52.98,81.34,94.15,97.74,109.2,115.94,121.84,124.4,131.92,139.7,141.74,155.41,169.42,185.05,190.18,195.13,199.58,200.69,128.9,51.13,200.69,31.01,0.014478,0.036318
lemur_catta,mandible,mandibula_maxilar,nmnhvz_7047770,4,/root/dev/base_datos_osea/renders/lemur_catta/mandible/nmnhvz_7047770/lemur_catta_mandible_nmnhvz_7047770_view004.png,True,512,512,144,105,213,318,323.77,204.47,-8.65,28102.5,0.107203,1.5835,0.4149,0.6685,0.6654,1.4262,0.1632,0.5761,0.5395,1.7679,1.9191,3.1786,5.8078,4.1196,5.9822,11.24,70.86,124.54,183.26,181.02,183.99,202.75,200.71,187.0,115.56,115.84,107.44,100.28,91.32,82.57,68.52,64.58,60.37,27.29,22.59,110.09,60.06,202.75,11.24,0.016565,0.038656
lemur_catta,mandible,mandibula_maxilar,nmnhvz_7047770,5,/root/dev/base_datos_osea/renders/lemur_catta/mandible/nmnhvz_7047770/lemur_catta_mandible_nmnhvz_7047770_view005.png,True,512,512,145,134,225,303,281.09,213.92,-72.65,27194.5,0.103739,1.314,0.3989,0.6565,0.5562,1.3399,0.2352,0.674,0.576,1.8685,2.1467,3.8594,-6.9531,-4.9108,-7.0958,18.67,27.56,60.49,54.17,68.13,81.31,89.01,100.28,107.14,117.4,187.56,207.96,211.12,209.39,185.65,197.99,199.25,169.06,135.6,135.3,128.15,62.94,211.12,18.67,0.026424,0.056249
lemur_catta,mandible,mandibula_maxilar,nmnhvz_7047770,6,/root/dev/base_datos_osea/renders/lemur_catta/mandible/nmnhvz_7047770/lemur_catta_mandible_nmnhvz_7047770_view006.png,True,512,512,146,128,191,257,216.8,192.68,-66.35,12350.5,0.047113,1.1252,0.2516,0.411,0.4065,2.3513,0.1429,0.6677,0.301,1.8644,1.3491,2.0373,-3.7596,3.1408,-4.1816,37.56,49.42,65.39,91.79,109.14,117.21,118.93,123.05,96.31,131.47,102.73,144.01,152.2,153.29,144.07,167.03,175.27,184.89,183.52,191.08,126.92,43.35,191.08,37.56,0.043024,0.084862
lemur_catta,mandible,mandibula_maxilar,nmnhvz_7047770,7,/root/dev/base_datos_osea/renders/lemur_catta/mandible/nmnhvz_7047770/lemur_catta_mandible_nmnhvz_7047770_view007.png,True,512,512,130,176,242,266,236.18,189.7,-35.18,20774.5,0.079248,1.245,0.3227,0.5626,0.5701,1.1316,0.2127,0.6706,0.5047,1.485,3.4898,3.7659,-7.5558,4.6792,-7.5334,104.77,158.01,185.12,184.88,167.86,95.05,72.38,72.96,71.56,72.86,72.96,76.8,99.62,120.67,136.72,145.42,153.49,113.32,82.66,14.66,110.09,44.27,185.12,14.66,0.020842,0.069723
lemur_catta,mandible,mandibula_maxilar,nmnhvz_7047770,8,/root/dev/base_datos_osea/renders/lemur_catta/mandible/nmnhvz_7047770/lemur_catta_mandible_nmnhvz_7047770_view008.png,True,512,512,169,91,168,341,338.58,157.92,-83.66,27619.0,0.105358,2.1441,0.4821,0.7539,0.8217,1.9893,0.3195,0.7821,0.5625,1.4164,2.3161,2.8465,5.4286,3.567,-6.6454,12.04,19.88,53.78,58.2,62.61,68.36,70.46,76.42,83.15,86.69,139.14,155.38,31.47,126.66,126.55,112.86,119.16,119.38,94.31,80.95,84.87,38.58,155.38,12.04,0.017735,0.040911
lemur_catta,mandible,mandibula_maxilar,nmnhvz_7047770,9,/root/dev/base_datos_osea/renders/lemur_catta/mandible/nmnhvz_7047770/lemur_catta_mandible_nmnhvz_7047770_view009.png,True,512,512,180,93,156,343,340.31,150.18,-2.88,26722.5,0.101938,2.266,0.4994,0.738,0.8549,1.9567,0.2989,0.7647,0.5445,1.3448,2.4238,2.8867,5.5452,3.5633,6.463,76.1,92.59,122.25,120.8,112.16,115.4,43.84,146.41,11.64,62.83,83.3,80.6,74.66,68.51,66.72,61.57,57.13,50.94,17.93,12.98,73.92,36.23,146.41,11.64,0.019753,0.046925
lemur_catta,mandible,mandibula_maxilar,nmnhvz_7047770,10,/root/dev/base_datos_osea/renders/lemur_catta/mandible/nmnhvz_7047770/lemur_catta_mandible_nmnhvz_7047770_view010.png,True,512,512,151,173,202,258,240.87,166.2,-16.22,18335.5,0.069944,1.4493,0.3518,0.528,0.6836,1.2378,0.2418,0.737,0.4899,1.352,2.5617,2.9346,5.7203,3.6952,-6.0819,16.6,105.05,146.12,148.88,144.48,126.24,93.52,75.21,60.16,58.71,55.17,1.76,48.2,49.35,120.6,122.43,119.12,94.95,115.87,77.91,89.02,41.63,148.88,1.76,0.030703,0.067559
